FIPS_code,State,Area_name,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013
17127,IL,"Massac County, IL","6,401","5,776",625,9.8
17129,IL,"Menard County, IL","6,588","6,115",473,7.2
17131,IL,"Mercer County, IL","8,420","7,763",657,7.8
17133,IL,"Monroe County, IL","17,715","16,536","1,179",6.7
17135,IL,"Montgomery County, IL","12,563","11,194","1,369",10.9
17137,IL,"Morgan County, IL","17,328","15,971","1,357",7.8
17139,IL,"Moultrie County, IL","7,095","6,588",507,7.1
17141,IL,"Ogle County, IL","25,747","23,219","2,528",9.8
17143,IL,"Peoria County, IL","93,391","84,411","8,980",9.6
17145,IL,"Perry County, IL","9,014","8,023",991,11
17147,IL,"Piatt County, IL","8,616","8,019",597,6.9
17149,IL,"Pike County, IL","7,687","7,111",576,7.5
17151,IL,"Pope County, IL","1,830","1,661",169,9.2
17153,IL,"Pulaski County, IL","2,216","1,939",277,12.5
17155,IL,"Putnam County, IL","3,052","2,750",302,9.9
17157,IL,"Randolph County, IL","14,368","13,167","1,201",8.4
17159,IL,"Richland County, IL","7,367","6,754",613,8.3
17161,IL,"Rock Island County, IL","73,808","67,713","6,095",8.3
17163,IL,"St. Clair County, IL","127,666","115,207","12,459",9.8
17165,IL,"Saline County, IL","11,269","10,081","1,188",10.5
17167,IL,"Sangamon County, IL","101,749","94,098","7,651",7.5
17169,IL,"Schuyler County, IL","3,472","3,184",288,8.3
17171,IL,"Scott County, IL","2,598","2,367",231,8.9
17173,IL,"Shelby County, IL","10,302","9,403",899,8.7
17175,IL,"Stark County, IL","2,881","2,606",275,9.5
17177,IL,"Stephenson County, IL","22,717","20,587","2,130",9.4
17179,IL,"Tazewell County, IL","68,998","63,046","5,952",8.6
17181,IL,"Union County, IL","7,406","6,578",828,11.2
17183,IL,"Vermilion County, IL","35,837","32,046","3,791",10.6
17185,IL,"Wabash County, IL","5,635","5,215",420,7.5
17187,IL,"Warren County, IL","8,813","8,169",644,7.3
17189,IL,"Washington County, IL","8,912","8,361",551,6.2
17191,IL,"Wayne County, IL","7,875","7,266",609,7.7
17193,IL,"White County, IL","7,022","6,485",537,7.6
17195,IL,"Whiteside County, IL","29,360","26,809","2,551",8.7
17197,IL,"Will County, IL","359,245","323,807","35,438",9.9
17199,IL,"Williamson County, IL","31,456","28,631","2,825",9
17201,IL,"Winnebago County, IL","142,881","127,922","14,959",10.5
17203,IL,"Woodford County, IL","19,898","18,492","1,406",7.1
18000,IN,Indiana,"3,193,683","2,953,672","240,011",7.5
18001,IN,"Adams County, IN","15,919","14,969",950,6
18003,IN,"Allen County, IN","174,458","161,561","12,897",7.4
18005,IN,"Bartholomew County, IN","41,670","39,227","2,443",5.9
18007,IN,"Benton County, IN","4,469","4,160",309,6.9
18009,IN,"Blackford County, IN","5,447","4,918",529,9.7
18011,IN,"Boone County, IN","31,144","29,402","1,742",5.6
18013,IN,"Brown County, IN","7,329","6,795",534,7.3
18015,IN,"Carroll County, IN","9,923","9,238",685,6.9
18017,IN,"Cass County, IN","17,695","16,361","1,334",7.5
18019,IN,"Clark County, IN","56,329","52,510","3,819",6.8
18021,IN,"Clay County, IN","12,598","11,495","1,103",8.8
18023,IN,"Clinton County, IN","16,449","15,304","1,145",7
18025,IN,"Crawford County, IN","4,846","4,370",476,9.8
18027,IN,"Daviess County, IN","14,898","14,072",826,5.5
18029,IN,"Dearborn County, IN","25,212","23,117","2,095",8.3
18031,IN,"Decatur County, IN","13,885","12,974",911,6.6
18033,IN,"DeKalb County, IN","20,979","19,505","1,474",7
18035,IN,"Delaware County, IN","54,238","49,652","4,586",8.5
18037,IN,"Dubois County, IN","21,676","20,545","1,131",5.2
18039,IN,"Elkhart County, IN","99,135","92,097","7,038",7.1
18041,IN,"Fayette County, IN","9,033","8,117",916,10.1
18043,IN,"Floyd County, IN","38,575","36,176","2,399",6.2
18045,IN,"Fountain County, IN","8,322","7,521",801,9.6
18047,IN,"Franklin County, IN","10,783","9,867",916,8.5
18049,IN,"Fulton County, IN","9,898","9,096",802,8.1
18051,IN,"Gibson County, IN","18,050","17,013","1,037",5.7
18053,IN,"Grant County, IN","32,508","29,625","2,883",8.9
18055,IN,"Greene County, IN","13,774","12,391","1,383",10
18057,IN,"Hamilton County, IN","156,093","148,370","7,723",4.9
18059,IN,"Hancock County, IN","36,133","33,780","2,353",6.5
18061,IN,"Harrison County, IN","18,738","17,454","1,284",6.9
18063,IN,"Hendricks County, IN","78,810","74,332","4,478",5.7
18065,IN,"Henry County, IN","21,341","19,489","1,852",8.7
18067,IN,"Howard County, IN","36,467","33,555","2,912",8
18069,IN,"Huntington County, IN","18,551","17,146","1,405",7.6
18071,IN,"Jackson County, IN","20,887","19,556","1,331",6.4
18073,IN,"Jasper County, IN","15,965","14,752","1,213",7.6
18075,IN,"Jay County, IN","10,063","9,300",763,7.6
18077,IN,"Jefferson County, IN","15,335","14,146","1,189",7.8
18079,IN,"Jennings County, IN","13,048","11,872","1,176",9
18081,IN,"Johnson County, IN","73,806","69,288","4,518",6.1
18083,IN,"Knox County, IN","18,663","17,427","1,236",6.6
18085,IN,"Kosciusko County, IN","39,804","37,230","2,574",6.5
18087,IN,"LaGrange County, IN","17,646","16,623","1,023",5.8
18089,IN,"Lake County, IN","230,264","209,792","20,472",8.9
18091,IN,"LaPorte County, IN","48,999","44,520","4,479",9.1
18093,IN,"Lawrence County, IN","20,681","18,630","2,051",9.9
18095,IN,"Madison County, IN","58,141","52,821","5,320",9.2
18097,IN,"Marion County, IN","464,051","425,318","38,733",8.3
18099,IN,"Marshall County, IN","23,128","21,453","1,675",7.2
18101,IN,"Martin County, IN","4,960","4,652",308,6.2
18103,IN,"Miami County, IN","15,628","14,296","1,332",8.5
18105,IN,"Monroe County, IN","66,779","62,293","4,486",6.7
18107,IN,"Montgomery County, IN","18,427","17,133","1,294",7
18109,IN,"Morgan County, IN","34,880","32,296","2,584",7.4
18111,IN,"Newton County, IN","6,916","6,309",607,8.8
18113,IN,"Noble County, IN","22,655","21,027","1,628",7.2
18115,IN,"Ohio County, IN","3,169","2,911",258,8.1
